"hive_id","user_id"
"15","8418"
"843","8327"
"1321","8509"
"1911","8497"
"434","8351"
"2335","8418"
"2027","8497"
"2364","9128"
"1051","8343"
"1309","8418"
"895","8412"
"2133","8497"
"1041","8459"
"1726","8418"
"1581","8702"
"1774","8390"
"1790","8764"
"1152","10"
"305","10"
"815","8409"
"604","8346"
"1946","8497"
"2197","8412"
"1253","8488"
"1369","8418"
"2225","8418"
"1937","8497"
"2140","8497"
"2006","8497"
"864","8406"
"25","8418"
"756","8372"
"2108","8629"
"1069","8412"
"2346","8995"
"643","8346"
"251","10"
"684","8407"
"1574","8711"
"898","8390"
"552","8392"
"1097","8562"
"535","8392"
"533","8320"
"607","8346"
"2477","8995"
"1427","8509"
"1714","8418"
"1503","8685"
"2466","8995"
"1904","8497"
"1099","8562"
"407","8995"
"574","8320"
"2141","8497"
"390","8995"
"563","8382"
"1522","8412"
"2429","8418"
"178","8400"
"832","8414"
"2041","8497"
"567","8399"
"1747","8617"
"883","8433"
"1046","8343"
"733","8383"
"186","8400"
"1966","8412"
"1461","8509"
"211","8325"
"1244","8418"
"1116","8263"
"1330","8509"
"811","8409"
"260","10"
"2467","8995"
"1773","8390"
"1943","8497"
"1249","8418"
"1473","8509"
"579","8380"
"1793","8764"
"1031","8553"
"329","8995"
"165","8369"
"798","8419"
"857","8409"
"1077","8412"
"1234","8372"
"770","8373"
"2004","8497"
"2237","8418"
"1563","8412"
"819","8409"
"1455","8509"
"657","8346"
"146","8431"
"2240","8418"
"80","8509"
"1403","8418"
"640","8346"
"401","8995"
"224","8413"
"153","8509"
"2476","8995"
"1729","8418"
"1957","8497"
"1897","8497"
"483","8408"
"792","8352"
"1231","8372"
"618","8346"
"258","10"
"808","8419"
"1439","8509"
"1323","8509"
"290","10"
"1923","8497"
"13","8418"
"1732","8418"
"1049","8343"
"493","8408"
"236","10"
"886","8433"
"2327","8418"
"231","8412"
"1338","8509"
"1215","8372"
"2243","8418"
"1138","10"
"1933","8497"
"565","8382"
"1195","8418"
"1149","10"
"546","8392"
"78","8509"
"302","10"
"1316","8418"
"1935","8497"
"717","8265"
"1136","8636"
"523","8361"
"184","8400"
"2246","8418"
"1311","8418"
"2182","8265"
"700","8387"
"1011","8515"
"2144","8753"
"1848","8896"
"1997","8497"
"1017","8478"
"400","8995"
"2179","8992"
"1739","8418"
"1934","8497"
"660","8346"
"2394","8418"
"486","8408"
"948","8478"
"203","8325"
"247","10"
"1889","8497"
"2455","8995"
"2017","8497"
"1451","8509"
"191","8307"
"723","8265"
"1552","8412"
"1072","8412"
"1478","8509"
"1053","8343"
"2375","8418"
"170","8400"
"339","8995"
"2116","8629"
"1247","8418"
"1004","8404"
"1132","8647"
"43","8418"
"1334","8509"
"838","8327"
"589","8380"
"405","8995"
"1082","8562"
"1355","8711"
"572","8320"
"1845","8896"
"2305","8418"
"2449","8995"
"1491","8509"
"2369","8418"
"1342","8509"
"954","8404"
"2310","10"
"1392","8711"
"164","8431"
"834","8385"
"2349","8995"
"1019","8478"
"1472","8509"
"1481","8509"
"2098","8711"
"602","8346"
"508","8366"
"373","8995"
"310","10"
"2361","8995"
"1710","8418"
"887","8315"
"1030","8553"
"331","8995"
"1748","8617"
"590","8380"
"1531","8459"
"1928","8497"
"502","8263"
"2268","8459"
"1154","10"
"2388","8418"
"1527","8459"
"221","8413"
"360","8995"
"2096","8711"
"1209","8372"
"713","8265"
"860","8409"
"1521","8412"
"370","8995"
"1696","8418"
"47","8712"
"253","10"
"626","8346"
"1594","8679"
"1775","8390"
"1487","8509"
"1709","8418"
"970","8525"
"806","8419"
"1537","8697"
"132","8380"
"2049","8497"
"2166","8478"
"1740","8418"
"2395","8418"
"481","8408"
"785","8358"
"109","8509"
"1541","8697"
"1988","8497"
"2071","8756"
"1359","8418"
"1442","8509"
"1898","8497"
"578","8380"
"2252","8711"
"1007","8404"
"1985","8497"
"301","10"
"1005","8404"
"1879","8497"
"804","8419"
"2050","8497"
"673","8340"
"1227","8372"
"445","8404"
"1568","8412"
"205","8325"
"1428","8509"
"682","8407"
"2431","8418"
"31","8418"
"163","8431"
"967","8525"
"455","8404"
"1091","10"
"777","8358"
"1364","8418"
"197","8263"
"630","8346"
"1259","8373"
"2398","8418"
"1436","8509"
"2122","8497"
"1105","8562"
"2223","8418"
"1719","8418"
"2450","8995"
"945","8478"
"1791","8764"
"103","8509"
"1649","8372"
"698","8387"
"1384","8418"
"2019","8497"
"123","8509"
"437","8351"
"2254","8697"
"796","8419"
"477","8408"
"664","8346"
"1093","10"
"958","8527"
"2495","8764"
"878","8354"
"1995","8497"
"1310","8418"
"2060","8497"
"1460","8509"
"104","8509"
"207","8325"
"1768","10"
"2081","8756"
"1743","8418"
"911","8300"
"2054","8497"
"1223","8372"
"1080","8412"
"369","8995"
"1490","8509"
"1441","8509"
"962","8527"
"761","8372"
"58","8712"
"2266","8459"
"810","8419"
"1864","8497"
"2371","8418"
"2230","8418"
"218","8343"
"715","8265"
"1865","8497"
"727","8265"
"2242","8418"
"1765","10"
"176","8400"
"1168","8418"
"208","8325"
"953","8478"
"2453","8995"
"1086","8412"
"1595","8679"
"363","8995"
"105","8509"
"1854","8896"
"500","8408"
"2362","8265"
"1158","8418"
"344","8995"
"380","8995"
"324","8995"
"876","8354"
"1890","8497"
"2357","8995"
"1826","8763"
"2352","8995"
"672","8340"
"1","8418"
"1156","8418"
"1706","8418"
"1096","8562"
"1875","8497"
"665","8346"
"1280","8541"
"304","10"
"1656","8372"
"36","8418"
"392","8995"
"1500","8685"
"377","8995"
"1576","8711"
"61","8712"
"72","8943"
"1479","8509"
"978","8541"
"1646","8729"
"902","8390"
"1590","8679"
"2009","8497"
"1910","8497"
"1169","8418"
"124","8435"
"470","8393"
"1902","8497"
"1919","8497"
"189","8400"
"2226","8418"
"1672","8411"
"701","8387"
"1990","8497"
"240","10"
"1871","8497"
"2007","8497"
"1970","8636"
"1764","10"
"1643","8413"
"601","8346"
"521","8265"
"447","8404"
"1201","8372"
"365","8995"
"1560","8412"
"1337","8509"
"381","8995"
"744","8372"
"348","8995"
"394","8995"
"1367","8418"
"596","8308"
"1076","8412"
"1437","8509"
"924","8313"
"1605","8711"
"2039","8497"
"599","8346"
"2340","8995"
"573","8320"
"538","8392"
"295","10"
"1391","8711"
"981","8541"
"658","8346"
"2464","8995"
"1489","8509"
"2104","8629"
"33","8418"
"2306","8418"
"714","8265"
"2155","8618"
"19","8418"
"327","8995"
"1400","8418"
"2211","8404"
"1544","8412"
"460","8404"
"352","8995"
"1211","8372"
"595","8308"
"1327","8509"
"1664","8577"
"728","8265"
"1484","8509"
"50","8712"
"1593","8679"
"1205","8372"
"1497","8685"
"1945","8497"
"1128","8647"
"291","10"
"830","8414"
"739","8343"
"2128","8497"
"340","8995"
"389","8995"
"1233","8372"
"1647","8729"
"644","8346"
"77","8943"
"1140","10"
"1869","8497"
"632","8346"
"313","10"
"242","10"
"1513","8412"
"1270","8541"
"669","8340"
"1701","8418"
"689","8407"
"145","8431"
"1185","8418"
"1457","8509"
"1225","8372"
"1208","8372"
"2208","8412"
"515","8316"
"1016","8478"
"2068","8756"
"1092","8422"
"287","10"
"625","8346"
"2363","8265"
"1409","8418"
"766","8373"
"705","8369"
"1429","8509"
"2303","8418"
"678","8407"
"1992","8497"
"1467","8509"
"106","8509"
"1645","8729"
"220","8413"
"2030","8497"
"826","8414"
"541","8392"
"1895","8497"
"735","8383"
"1034","8553"
"2026","8497"
"1328","8509"
"667","8340"
"2348","8995"
"138","8380"
"1087","8412"
"1505","8685"
"239","10"
"499","8408"
"2432","8418"
"1161","8418"
"1471","8509"
"2451","8995"
"1903","8497"
"1102","8562"
"1652","8372"
"1741","8418"
"1917","8497"
"1404","8418"
"1822","8763"
"797","8419"
"2078","8756"
"1263","8373"
"1326","8509"
"985","8437"
"844","8327"
"2115","8629"
"867","8432"
"781","8358"
"628","8346"
"1423","8418"
"616","8346"
"1413","8418"
"743","8372"
"66","8712"
"318","10"
"2255","8697"
"2480","8995"
"2201","8412"
"1399","8418"
"1222","8372"
"312","10"
"1744","8418"
"1749","8617"
"2059","8497"
"1341","8509"
"268","10"
"119","8509"
"1435","8509"
"2025","8497"
"55","8712"
"1277","8541"
"2035","8497"
"899","8390"
"2138","8497"
"820","8409"
"1281","8541"
"1492","8509"
"2003","8497"
"1634","8711"
"402","8995"
"2159","8896"
"336","8995"
"577","8409"
"1885","8497"
"117","8509"
"635","8346"
"2459","8995"
"1920","8497"
"406","8995"
"600","8346"
"571","8320"
"877","8354"
"971","8351"
"161","8431"
"259","10"
"22","8418"
"1878","8497"
"160","8431"
"725","8265"
"296","10"
"2337","8418"
"2235","8418"
"1110","8396"
"2077","8756"
"1121","8647"
"173","8400"
"358","8995"
"841","8327"
"983","8541"
"1884","8497"
"1512","8412"
"1306","8333"
"1196","8418"
"2200","8412"
"238","10"
"1124","8647"
"1331","8509"
"1340","8509"
"836","8385"
"1631","8438"
"1787","8764"
"1101","8562"
"892","8396"
"722","8265"
"27","8418"
"1284","8541"
"1751","8617"
"2028","8497"
"1506","8412"
"1987","8497"
"1351","8711"
"1592","8679"
"2101","8711"
"1307","8418"
"193","8307"
"345","8995"
"343","8995"
"2492","8764"
"1723","8418"
"1883","8497"
"926","8313"
"2079","8756"
"11","8418"
"133","8380"
"960","8527"
"1952","8497"
"1940","8497"
"306","10"
"833","8414"
"23","8418"
"1979","8497"
"747","8372"
"467","8300"
"1260","8373"
"63","8712"
"516","8316"
"1106","8562"
"530","8320"
"749","8372"
"1252","8488"
"1849","8896"
"837","8385"
"298","10"
"1859","8896"
"2012","8497"
"2270","8459"
"762","8373"
"1716","8418"
"597","8308"
"655","8346"
"1130","8647"
"325","8995"
"1220","8372"
"696","8387"
"1998","8497"
"1354","8711"
"2002","8497"
"1026","8404"
"1771","8390"
"659","8346"
"593","8357"
"277","10"
"1025","8404"
"2102","8702"
"1181","8418"
"1431","8509"
"2448","8995"
"5","8418"
"1912","8497"
"802","8419"
"175","8400"
"374","8995"
"1255","8488"
"276","10"
"471","8393"
"282","10"
"534","8320"
"1967","8412"
"480","8408"
"1230","8372"
"482","8408"
"1108","8396"
"1519","8412"
"1695","8418"
"2094","8711"
"278","10"
"1666","8729"
"372","8995"
"2118","8629"
"943","8478"
"2479","8995"
"1691","8509"
"6","8418"
"1448","8509"
"927","8313"
"393","8995"
"554","8392"
"2000","8497"
"1160","8418"
"56","8712"
"1297","8541"
"382","8995"
"1420","8418"
"545","8392"
"1336","8509"
"2471","8995"
"2070","8756"
"88","8509"
"2478","8995"
"1699","8418"
"1915","8497"
"2210","8404"
"212","8325"
"1146","10"
"1339","8509"
"662","8346"
"147","8431"
"342","8995"
"1228","8372"
"1289","8541"
"1155","10"
"1189","8418"
"2345","8995"
"1782","8764"
"91","8509"
"222","8413"
"1984","8497"
"980","8541"
"2143","8753"
"1573","8711"
"1485","8509"
"168","8400"
"1470","8509"
"610","8346"
"76","8943"
"1669","8729"
"677","8407"
"162","8431"
"1167","8418"
"431","8313"
"1870","8497"
"1150","10"
"1663","8372"
"1254","8488"
"1147","10"
"1469","8509"
"1533","8943"
"580","8380"
"1539","8697"
"2490","8995"
"1415","8418"
"196","8405"
"465","8300"
"94","8509"
"1282","8541"
"1953","8497"
"49","8712"
"356","8995"
"2161","8896"
"1578","8412"
"2183","8361"
"1532","8943"
"1329","8509"
"776","8358"
"354","8995"
"1020","8478"
"442","8335"
"866","8432"
"583","8380"
"1243","8418"
"216","8343"
"1867","8497"
"1164","8418"
"2127","8497"
"2366","9128"
"1344","8509"
"2308","10"
"128","8435"
"941","8478"
"1960","8412"
"14","8418"
"855","8409"
"2107","8629"
"1402","8418"
"2393","8418"
"2435","8418"
"293","10"
"1008","8404"
"1275","8541"
"549","8392"
"2248","8418"
"1148","10"
"1446","8509"
"275","10"
"180","8400"
"1452","8509"
"2493","8764"
"1256","8488"
"1213","8372"
"286","10"
"256","10"
"395","8995"
"771","8373"
"267","10"
"671","8340"
"1693","8509"
"2326","8418"
"1062","8596"
"1638","8577"
"929","8322"
"151","8431"
"2114","8629"
"1153","10"
"114","8509"
"134","8380"
"1083","8412"
"38","8418"
"1347","8509"
"972","8351"
"2222","8418"
"1378","8418"
"1584","8418"
"639","8346"
"1449","8509"
"511","8302"
"458","8404"
"1324","8509"
"702","8411"
"1274","8541"
"1193","8418"
"2164","8478"
"1956","8497"
"52","8712"
"1932","8497"
"1203","8372"
"2460","8995"
"1650","8372"
"1177","8418"
"1381","8418"
"1579","8596"
"1959","8412"
"1562","8412"
"2368","8418"
"1823","8763"
"2137","8497"
"505","8366"
"335","8995"
"1707","8418"
"107","8509"
"281","10"
"1264","8373"
"1876","8497"
"341","8995"
"1018","8478"
"1131","8647"
"82","8509"
"2074","8756"
"1366","8418"
"645","8346"
"1346","8509"
"1989","8497"
"330","8995"
"2158","8896"
"466","8300"
"468","8393"
"641","8346"
"487","8408"
"1762","10"
"1358","8418"
"847","8412"
"1480","8509"
"1375","8418"
"125","8435"
"750","8372"
"1383","8418"
"2391","8418"
"1783","8764"
"448","8404"
"257","10"
"1450","8509"
"2304","8418"
"1283","8541"
"1313","8418"
"1476","8509"
"142","8380"
"474","8393"
"270","10"
"1251","8418"
"503","8263"
"2218","8418"
"885","8433"
"182","8400"
"1265","8373"
"768","8373"
"1888","8497"
"1983","8497"
"1444","8509"
"68","8712"
"1538","8697"
"1689","8412"
"1024","10"
"1564","8412"
"936","8478"
"1382","8418"
"169","8400"
"2061","8497"
"703","8411"
"974","10"
"1746","8418"
"2376","8418"
"368","8995"
"1162","8418"
"2165","8478"
"1447","8509"
"192","8307"
"2236","8418"
"112","8509"
"1229","8372"
"738","8343"
"559","8392"
"2173","8961"
"2265","8459"
"652","8346"
"51","8712"
"609","8346"
"54","8712"
"60","8712"
"772","8373"
"1705","8418"
"148","8431"
"1314","8418"
"2269","8459"
"1788","8764"
"1373","8418"
"1379","8418"
"525","8361"
"1763","10"
"879","8354"
"436","8351"
"752","8372"
"412","10"
"1173","8418"
"506","8366"
"1660","8372"
"1417","8418"
"2082","8756"
"778","8358"
"280","10"
"782","8358"
"1675","8744"
"946","8478"
"2446","8418"
"355","8995"
"568","8399"
"683","8407"
"2474","8995"
"1064","8335"
"315","10"
"65","8712"
"928","8313"
"773","8373"
"1454","8509"
"2338","8418"
"979","8541"
"461","8404"
"241","10"
"729","8265"
"2228","8418"
"2072","8756"
"1372","8418"
"62","8712"
"605","8346"
"2353","8995"
"1543","8412"
"2331","8418"
"1183","8418"
"1021","8478"
"2043","8497"
"2244","8418"
"1630","8438"
"322","8995"
"2332","8418"
"1411","8418"
"264","10"
"1535","8943"
"1785","8764"
"1295","8541"
"1212","8372"
"759","8372"
"274","10"
"558","8392"
"642","8346"
"1918","8497"
"1894","8497"
"141","8380"
"444","8404"
"2475","8995"
"129","8435"
"2097","8711"
"1727","8418"
"757","8372"
"570","8399"
"822","8409"
"159","8431"
"547","8392"
"1640","8577"
"586","8380"
"707","8374"
"1187","8418"
"452","8404"
"889","8315"
"249","10"
"2018","8497"
"1125","8647"
"1425","8509"
"1856","8896"
"2214","8418"
"783","8358"
"459","8404"
"1175","8418"
"1899","8497"
"732","8383"
"581","8380"
"1221","8372"
"1262","8373"
"786","8323"
"2489","8995"
"2142","8497"
"351","8995"
"576","8334"
"338","8995"
"1754","8617"
"1626","8438"
"656","8346"
"1735","8418"
"2120","8629"
"1927","8497"
"2034","8497"
"321","8995"
"1717","8418"
"561","8392"
"1567","8412"
"1267","8373"
"807","8419"
"753","8372"
"1166","8418"
"1772","8390"
"2229","8418"
"2056","8497"
"433","8351"
"1925","8497"
"135","8380"
"1659","8372"
"2045","8497"
"1360","8418"
"2365","9128"
"154","8541"
"2044","8497"
"2215","8418"
"494","8408"
"2029","8497"
"366","8995"
"2438","8418"
"2014","8497"
"1639","8577"
"2053","8497"
"1440","8509"
"1332","8509"
"1129","8647"
"2130","8497"
"2421","8418"
"1009","8404"
"116","8509"
"1588","8679"
"950","8478"
"509","8366"
"1010","8515"
"2184","8577"
"1386","8418"
"462","8404"
"485","8408"
"1376","8418"
"1821","8763"
"2501","8764"
"1571","8412"
"977","8541"
"497","8408"
"1924","8497"
"951","8478"
"39","8418"
"1144","10"
"1589","8679"
"2123","8497"
"680","8407"
"9","8418"
"1204","8372"
"1394","8711"
"1210","8372"
"1085","8412"
"666","8340"
"1361","8418"
"410","8995"
"1434","8509"
"115","8509"
"566","8382"
"1905","8497"
"491","8408"
"199","8325"
"79","8509"
"817","8409"
"1298","8541"
"443","8404"
"904","8412"
"2125","8497"
"1385","8418"
"181","8400"
"2468","8995"
"1658","8372"
"1495","8685"
"409","8995"
"30","8418"
"952","8478"
"1015","8422"
"631","8346"
"1680","8412"
"1542","8697"
"2231","8418"
"888","8315"
"272","10"
"2103","8702"
"1397","8418"
"150","8431"
"1731","8418"
"803","8419"
"440","8351"
"2055","8497"
"2105","8629"
"449","8404"
"1575","8711"
"1315","8418"
"484","8408"
"653","8346"
"1393","8711"
"582","8380"
"2239","8418"
"1414","8418"
"1860","8412"
"1165","8418"
"1936","8497"
"2163","8636"
"2426","8418"
"1422","8418"
"1094","10"
"2234","8418"
"688","8407"
"1585","8679"
"634","8346"
"2136","8497"
"937","8478"
"404","8995"
"2046","8497"
"1477","8509"
"44","10"
"800","8419"
"364","8995"
"1365","8418"
"1844","8896"
"622","8346"
"167","8310"
"102","8509"
"2092","8711"
"861","8406"
"403","8995"
"1955","8497"
"139","8380"
"1268","8373"
"1938","8497"
"2152","8618"
"28","8418"
"17","8418"
"2084","8756"
"2347","8995"
"823","8409"
"89","8509"
"746","8372"
"1191","8418"
"110","8509"
"1703","8418"
"152","8431"
"842","8327"
"454","8404"
"1996","8497"
"1604","8711"
"1184","8418"
"1285","8541"
"767","8373"
"923","8995"
"1760","10"
"2111","8629"
"884","8433"
"793","8352"
"92","8509"
"137","8380"
"93","8509"
"1958","8497"
"587","8380"
"2106","8629"
"469","8393"
"907","8412"
"2213","8418"
"654","8346"
"226","8413"
"1673","8744"
"3","8418"
"2186","8412"
"784","8358"
"2457","8995"
"1368","8418"
"1486","8509"
"627","8346"
"512","8302"
"1892","8497"
"1303","8668"
"1667","8729"
"1418","8418"
"544","8392"
"2344","8995"
"2300","8418"
"1350","8711"
"2488","8995"
"90","8509"
"292","10"
"2423","8418"
"2247","8418"
"1493","8618"
"1494","8685"
"1507","8412"
"1872","8497"
"2374","8418"
"1293","8541"
"398","8995"
"2110","8629"
"122","8509"
"676","8407"
"415","10"
"1713","8418"
"1501","8685"
"2085","8756"
"223","8413"
"2355","8995"
"456","8404"
"26","8418"
"973","8351"
"1065","8335"
"86","8509"
"7","8418"
"261","10"
"2193","8412"
"219","8343"
"865","8432"
"1900","8497"
"99","8509"
"1362","8418"
"1291","8541"
"1986","8497"
"540","8392"
"2251","8711"
"228","8412"
"64","8712"
"1123","8647"
"1176","8418"
"965","8459"
"2011","8497"
"37","8418"
"963","8459"
"1730","8418"
"1044","8459"
"1145","10"
"1668","8729"
"4","8418"
"2382","8418"
"775","8373"
"246","10"
"1907","8497"
"2134","8497"
"2015","8497"
"585","8380"
"2129","8497"
